Project Code,Database,Dealer,Cloud Partner,Training Provided,tenure,Recently updated,Catalog Type,Region,Licence Security,Catalog Locking,Licence Protection,TechSupport,Cloud Pulished,GSV added,Contract,PaperlessBilling,PaymentMethod,MonthlyHours,TotalHours,Churn
1266-NZYUI,DFM,0,Yes,Yes,72,Yes,Appliance,ROAP,Yes,No,Yes,Yes,No,No,Fixed Price,No,Bank transfer (automatic),66.85,4758.8,No
7969-FFOWG,Common,0,Yes,Yes,65,Yes,Cabinetry,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,Fixed Price,No,Mailed check,19.9,1292.6,No
4718-DHSMV,DFM,0,No,No,11,No,Countertop,ROAP,No,No,No,No,Yes,No,T&M,Yes,Mailed check,35.8,363.15,No
5175-WLYXL,Common,0,No,No,22,Yes,Appliance,North America,No,Yes,No,No,No,No,T&M,Yes,Mailed check,78.85,1600.25,No
7817-OMJNA,Common,0,No,No,14,Yes,Cabinetry,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,AMC,No,Bank transfer (automatic),20.4,275.7,No
8728-SKJLR,Common,0,No,No,41,Yes,Cabinetry,North America,No,No,No,Yes,No,No,T&M,Yes,Electronic check,74.25,3089.1,No
3137-NYQQI,Common,0,Yes,No,17,Yes,Cabinetry,ROAP,Yes,Yes,No,No,No,Yes,AMC,No,Mailed check,64.8,1175.6,No
7706-DZNKK,Common,0,No,No,11,Yes,Cabinetry,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,T&M,Yes,Credit card (automatic),20.45,237.3,No
0236-HFWSV,Common,0,No,No,15,Yes,Appliance,North America,No,No,No,No,Yes,Yes,T&M,Yes,Electronic check,93.35,1444.65,Yes
3900-AQPHZ,DFM,0,No,No,1,Yes,Cabinetry,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,T&M,No,Mailed check,19.9,19.9,Yes
5842-POCOP,DFM,0,Yes,No,5,Yes,Cabinetry,North America,Yes,No,Yes,No,No,Yes,T&M,Yes,Mailed check,88.9,454.15,Yes
2037-XJFUP,Common,0,Yes,No,33,Yes,Cabinetry,North America,No,No,Yes,No,Yes,Yes,AMC,Yes,Electronic check,95.8,3036.75,Yes
8823-RLPWL,DFM,0,Yes,No,72,Yes,Appliance,North America,Yes,Yes,Yes,No,Yes,Yes,Fixed Price,Yes,Credit card (automatic),110.65,8065.65,No
9505-SQFSW,DFM,0,Yes,Yes,3,No,Countertop,ROAP,No,Yes,No,No,No,Yes,T&M,No,Mailed check,40.3,92.5,No
7314-OXENN,Common,0,No,No,2,Yes,Appliance,North America,No,Yes,No,No,No,No,T&M,Yes,Electronic check,82,184.65,Yes
3758-CKOQL,DFM,0,Yes,No,59,Yes,Appliance,North America,Yes,Yes,Yes,Yes,No,Yes,AMC,Yes,Credit card (automatic),107,6152.3,No
0322-CHQRU,Common,0,No,No,2,Yes,Cabinetry,ROAP,No,No,No,No,No,No,T&M,No,Electronic check,45.35,89.5,Yes
5676-CFLYY,Common,0,Yes,Yes,71,Yes,Cabinetry,ROAP,No,Yes,No,Yes,Yes,Yes,Fixed Price,Yes,Credit card (automatic),73.35,5154.5,No
7521-AFHAB,DFM,0,Yes,Yes,5,Yes,Cabinetry,ROAP,No,No,No,No,No,No,T&M,No,Mailed check,44.8,220.45,No
0285-INHLN,Common,0,Yes,Yes,27,Yes,Cabinetry,ROAP,Yes,Yes,No,No,No,No,T&M,Yes,Credit card (automatic),54.75,1510.3,No
4678-DVQEO,DFM,0,No,No,1,Yes,Cabinetry,ROAP,No,No,No,Yes,No,No,T&M,Yes,Electronic check,52.2,52.2,Yes
5125-CNDSP,Common,0,No,Yes,63,No,Countertop,ROAP,Yes,Yes,No,Yes,No,No,AMC,Yes,Bank transfer (automatic),40.6,2588.95,No
0691-IFBQW,DFM,1,No,No,46,Yes,Appliance,North America,Yes,Yes,Yes,No,Yes,Yes,AMC,Yes,Electronic check,110,4874.8,Yes
4992-LTJNE,Common,0,Yes,Yes,72,Yes,Appliance,ROAP,Yes,No,No,No,No,No,Fixed Price,No,Bank transfer (automatic),55.3,3983.6,No
2202-OUTMO,DFM,0,Yes,No,34,Yes,Appliance,ROAP,Yes,No,No,Yes,No,No,T&M,Yes,Bank transfer (automatic),60.85,2003.6,No
0810-BDHAW,DFM,0,Yes,Yes,24,Yes,Appliance,ROAP,Yes,Yes,No,No,Yes,Yes,AMC,No,Electronic check,78.4,1832.4,No
0229-LFJAF,Common,0,No,No,72,Yes,Appliance,ROAP,Yes,Yes,Yes,Yes,No,No,Fixed Price,No,Bank transfer (automatic),69.65,4908.25,No
7131-ZQZNK,DFM,0,Yes,Yes,60,No,Countertop,ROAP,Yes,No,Yes,Yes,Yes,Yes,Fixed Price,No,Credit card (automatic),59.85,3590.2,No
3442-ZHHCC,Common,0,No,No,68,Yes,Appliance,ROAP,Yes,Yes,Yes,No,No,Yes,AMC,Yes,Credit card (automatic),76.9,5023,No
5726-CVNYA,DFM,0,Yes,Yes,8,Yes,Cabinetry,EMEA,No internet service,Yes,No internet service,No internet service,No internet service,No,Fixed Price,Yes,Mailed check,19.85,146.6,No
9871-ELEYA,DFM,0,No,Yes,34,Yes,Cabinetry,ROAP,Yes,No,Yes,Yes,Yes,No,Fixed Price,No,Credit card (automatic),67.65,2339.3,No
4257-GAESD,DFM,0,No,No,6,No,Countertop,ROAP,No,No,No,No,Yes,Yes,T&M,No,Credit card (automatic),45,298.7,No
5173-WXOQV,Common,0,Yes,No,2,Yes,Cabinetry,ROAP,No,Yes,No,Yes,No,Yes,T&M,Yes,Mailed check,64.2,143.65,No
2040-OBMLJ,Common,0,No,No,31,Yes,Appliance,North America,No,No,No,Yes,No,No,AMC,No,Credit card (automatic),81.7,2548.65,No
6286-ZHAOK,DFM,0,Yes,Yes,20,Yes,Appliance,EMEA,No internet service,Yes,No internet service,No internet service,No internet service,No,T&M,Yes,Bank transfer (automatic),25.55,507.4,No
3807-XHCJH,DFM,0,Yes,Yes,1,Yes,Cabinetry,EMEA,No internet service,Yes,No internet service,No internet service,No internet service,No,T&M,No,Electronic check,20,20,No
3009-JWMPU,Common,0,No,No,62,Yes,Appliance,North America,No,No,Yes,No,Yes,Yes,AMC,Yes,Electronic check,96.75,6125.4,Yes
5671-RQRLP,DFM,1,Yes,No,70,Yes,Appliance,North America,No,No,No,No,No,No,Fixed Price,Yes,Credit card (automatic),75.65,5411.4,No
1450-GALXR,DFM,0,No,No,10,Yes,Appliance,North America,No,No,No,Yes,Yes,Yes,T&M,Yes,Electronic check,98.5,1058.25,Yes
8859-AXJZP,Common,0,Yes,Yes,39,Yes,Appliance,EMEA,No internet service,Yes,No internet service,No internet service,No internet service,No,Fixed Price,Yes,Mailed check,23.8,903.8,No
3174-AKMAS,DFM,0,Yes,No,46,Yes,Cabinetry,ROAP,No,Yes,No,Yes,Yes,No,Fixed Price,Yes,Credit card (automatic),64.2,3009.5,No
3138-BKYAV,Common,0,No,No,6,Yes,Cabinetry,North America,No,Yes,No,No,Yes,No,T&M,Yes,Electronic check,85.35,489.45,Yes
9926-PJHDQ,DFM,0,Yes,Yes,72,Yes,Appliance,ROAP,No,No,Yes,No,Yes,Yes,Fixed Price,Yes,Bank transfer (automatic),76.8,5468.45,No
7382-DFJTU,Common,0,No,No,18,Yes,Cabinetry,ROAP,No,No,Yes,Yes,No,No,T&M,No,Credit card (automatic),55.2,1058.1,No
2798-NYLMZ,Common,0,Yes,No,71,Yes,Appliance,North America,Yes,No,Yes,Yes,Yes,Yes,Fixed Price,Yes,Credit card (automatic),108.55,7616,No
4289-DTDKW,Common,0,Yes,No,40,Yes,Appliance,North America,No,Yes,No,No,Yes,Yes,T&M,Yes,Electronic check,101.3,4113.1,Yes
1820-TQVEV,Common,0,No,No,1,Yes,Cabinetry,North America,No,No,No,No,No,No,T&M,Yes,Electronic check,69.55,69.55,Yes
2239-JALAW,Common,0,No,No,58,Yes,Appliance,North America,No,Yes,Yes,No,Yes,Yes,AMC,Yes,Bank transfer (automatic),103.25,6017.65,Yes
4853-RULSV,Common,0,No,No,70,Yes,Appliance,North America,Yes,No,No,Yes,Yes,Yes,Fixed Price,Yes,Credit card (automatic),104,7250.15,Yes
8098-TDCBU,DFM,0,Yes,No,42,Yes,Appliance,EMEA,No internet service,Yes,No internet service,No internet service,No internet service,No,Fixed Price,No,Electronic check,25.25,1108.2,No
3551-GAEGL,Common,0,Yes,Yes,34,No,Countertop,ROAP,Yes,No,No,No,No,No,AMC,No,Bank transfer (automatic),30.4,938.65,No
4785-NKHCX,Common,1,No,No,5,Yes,Cabinetry,EMEA,No internet service,Yes,No internet service,No internet service,No internet service,No,T&M,No,Bank transfer (automatic),20.05,94.15,No
3196-NVXLZ,DFM,0,No,No,25,Yes,Appliance,North America,No,No,No,No,Yes,No,T&M,Yes,Mailed check,84.6,2088.05,No
6275-YDUVO,DFM,0,No,No,2,Yes,Cabinetry,North America,No,No,Yes,No,No,Yes,T&M,Yes,Mailed check,86.2,178.7,Yes
0036-IHMOT,DFM,0,Yes,Yes,55,Yes,Cabinetry,North America,No,Yes,Yes,Yes,Yes,Yes,AMC,Yes,Bank transfer (automatic),103.7,5656.75,No
0115-TFERT,Common,0,Yes,No,21,Yes,Appliance,North America,No,Yes,Yes,Yes,Yes,Yes,T&M,Yes,Electronic check,111.2,2317.1,Yes
4178-EGMON,Common,0,Yes,No,70,Yes,Appliance,North America,Yes,Yes,No,Yes,No,No,Fixed Price,Yes,Credit card (automatic),88,5986.45,No
4220-TINQT,DFM,0,Yes,No,61,Yes,Appliance,North America,No,No,Yes,Yes,Yes,Yes,T&M,Yes,Electronic check,106.35,6751.35,No
5318-YKDPV,Common,0,Yes,Yes,43,Yes,Cabinetry,ROAP,Yes,No,Yes,Yes,Yes,Yes,Fixed Price,Yes,Credit card (automatic),79.15,3566.6,No
7975-TZMLR,Common,0,No,No,47,Yes,Appliance,North America,No,Yes,Yes,No,Yes,Yes,AMC,Yes,Electronic check,103.1,4889.3,No
0295-QVKPB,Common,0,No,No,5,Yes,Cabinetry,ROAP,No,No,Yes,Yes,Yes,No,T&M,Yes,Credit card (automatic),63.95,318.1,No
4335-BSMJS,DFM,0,No,No,62,Yes,Appliance,EMEA,No internet service,Yes,No internet service,No internet service,No internet service,No,Fixed Price,Yes,Credit card (automatic),25.8,1563.95,No
2311-QYMUQ,DFM,0,Yes,Yes,16,Yes,Cabinetry,North America,No,Yes,Yes,No,Yes,No,T&M,Yes,Credit card (automatic),89.45,1430.25,Yes
3643-AHCFP,Common,1,Yes,No,7,Yes,Appliance,North America,No,No,No,No,Yes,Yes,T&M,Yes,Bank transfer (automatic),95.6,644.35,Yes
9146-JRIOX,DFM,0,Yes,Yes,14,Yes,Appliance,EMEA,No internet service,Yes,No internet service,No internet service,No internet service,No,T&M,No,Mailed check,25.55,372.45,No
3104-OWCGK,Common,0,Yes,Yes,60,Yes,Cabinetry,North America,No,Yes,Yes,No,Yes,No,AMC,No,Electronic check,90.95,5453.4,Yes
5337-IIWKZ,Common,0,Yes,Yes,34,No,Countertop,ROAP,No,No,Yes,Yes,Yes,No,T&M,Yes,Electronic check,44.85,1442.6,No
9101-BWFSS,DFM,0,Yes,No,50,Yes,Appliance,North America,Yes,Yes,No,Yes,Yes,Yes,AMC,No,Electronic check,108.55,5610.7,Yes
9650-VBUOG,Common,0,Yes,Yes,38,Yes,Appliance,EMEA,No internet service,Yes,No internet service,No internet service,No internet service,No,Fixed Price,No,Credit card (automatic),25.05,963.95,No
3487-EARAT,DFM,0,Yes,Yes,70,Yes,Cabinetry,ROAP,Yes,Yes,Yes,Yes,No,Yes,AMC,No,Credit card (automatic),74.1,5222.3,No
2672-TGEFF,DFM,0,Yes,Yes,37,Yes,Appliance,North America,No,Yes,No,No,Yes,No,T&M,Yes,Electronic check,88.8,3340.55,No
9231-ZJYAM,DFM,1,No,No,4,Yes,Cabinetry,North America,No,No,No,No,Yes,No,T&M,Yes,Electronic check,78.85,292.8,Yes
4250-WAROZ,Common,1,Yes,Yes,60,Yes,Appliance,North America,Yes,Yes,No,No,No,Yes,T&M,Yes,Electronic check,93.25,5774.55,No
8184-WMOFI,Common,0,Yes,Yes,62,Yes,Cabinetry,ROAP,Yes,No,Yes,Yes,No,Yes,AMC,No,Credit card (automatic),71.4,4487.3,No
6982-SSHFK,Common,0,No,No,1,Yes,Cabinetry,ROAP,No,No,No,No,No,No,T&M,No,Mailed check,44.4,44.4,Yes
6092-QZVPP,Common,0,No,No,36,Yes,Cabinetry,ROAP,Yes,No,Yes,Yes,Yes,Yes,T&M,Yes,Credit card (automatic),79.2,2854.95,No
4625-LAMOB,Common,0,No,No,44,Yes,Cabinetry,EMEA,No internet service,Yes,No internet service,No internet service,No internet service,No,Fixed Price,No,Credit card (automatic),20.4,905.55,No
0727-BMPLR,DFM,1,No,No,55,Yes,Appliance,North America,No,No,Yes,No,Yes,Yes,AMC,Yes,Electronic check,100,5509.3,Yes
0392-BZIUW,DFM,0,Yes,No,72,Yes,Appliance,North America,Yes,No,Yes,No,Yes,Yes,Fixed Price,Yes,Credit card (automatic),105,7589.8,No
1038-ZAGBI,DFM,0,Yes,Yes,12,Yes,Cabinetry,EMEA,No internet service,Yes,No internet service,No internet service,No internet service,No,AMC,No,Bank transfer (automatic),19.8,229.6,Yes
6549-NNDYT,DFM,0,No,No,13,No,Countertop,ROAP,Yes,No,No,No,No,No,T&M,Yes,Bank transfer (automatic),30.85,394.1,No
3027-ZTDHO,Common,0,No,No,1,Yes,Cabinetry,North America,No,No,No,No,Yes,Yes,T&M,Yes,Electronic check,89.9,89.9,Yes
0422-OHQHQ,DFM,0,Yes,Yes,15,Yes,Cabinetry,EMEA,No internet service,Yes,No internet service,No internet service,No internet service,No,AMC,No,Mailed check,20.55,295.95,No
6916-HIJSE,DFM,0,No,No,65,Yes,Cabinetry,ROAP,Yes,Yes,Yes,Yes,Yes,Yes,Fixed Price,Yes,Bank transfer (automatic),84.85,5459.2,No
2316-ESMLS,DFM,0,Yes,Yes,12,No,Countertop,ROAP,Yes,No,No,Yes,No,No,AMC,No,Credit card (automatic),33.15,444.75,No
9778-OGKQZ,Common,0,Yes,No,72,Yes,Appliance,ROAP,Yes,Yes,Yes,Yes,Yes,Yes,Fixed Price,Yes,Credit card (automatic),92,6782.15,No
7408-OFWXJ,DFM,0,Yes,Yes,72,Yes,Appliance,ROAP,Yes,Yes,Yes,Yes,Yes,Yes,Fixed Price,No,Credit card (automatic),89.8,6510.45,No
6007-TCTST,DFM,0,Yes,Yes,72,Yes,Appliance,North America,Yes,Yes,Yes,Yes,Yes,Yes,Fixed Price,Yes,Bank transfer (automatic),115.8,8476.5,No
2252-NKNSI,Common,0,No,Yes,52,Yes,Appliance,ROAP,Yes,Yes,No,Yes,Yes,Yes,Fixed Price,Yes,Mailed check,85.15,4461.85,No
8713-IGZSO,Common,0,No,No,2,Yes,Appliance,EMEA,No internet service,Yes,No internet service,No internet service,No internet service,No,T&M,No,Mailed check,24.85,62,No
7905-TVXTA,DFM,0,No,No,5,Yes,Cabinetry,ROAP,Yes,No,No,Yes,Yes,No,T&M,Yes,Electronic check,64.35,352.65,No
7695-PKLCZ,DFM,0,No,No,68,Yes,Cabinetry,EMEA,No internet service,Yes,No internet service,No internet service,No internet service,No,Fixed Price,No,Credit card (automatic),20.5,1424.9,No
2382-BCKQJ,DFM,0,No,Yes,62,Yes,Appliance,North America,No,No,Yes,No,Yes,Yes,AMC,Yes,Electronic check,100.15,6413.65,Yes
8374-UULRV,Common,0,No,No,72,Yes,Appliance,ROAP,Yes,Yes,No,Yes,Yes,Yes,Fixed Price,No,Credit card (automatic),86.05,6309.65,No
2207-NHRJK,Common,0,No,No,1,Yes,Cabinetry,ROAP,No,Yes,No,No,No,No,T&M,No,Electronic check,50.8,50.8,Yes
3224-DFQNQ,DFM,0,Yes,No,66,Yes,Appliance,North America,Yes,Yes,No,Yes,No,No,AMC,No,Electronic check,89,5898.6,No
5275-PMFUT,Common,0,Yes,Yes,72,No,Countertop,ROAP,Yes,Yes,Yes,Yes,Yes,Yes,Fixed Price,Yes,Credit card (automatic),64.8,4719.75,No
4795-UXVCJ,Common,0,No,No,26,Yes,Cabinetry,EMEA,No internet service,Yes,No internet service,No internet service,No internet service,No,AMC,No,Credit card (automatic),19.8,457.3,No
9777-IQHWP,Common,0,Yes,Yes,64,Yes,Appliance,North America,Yes,No,Yes,No,No,Yes,Fixed Price,No,Bank transfer (automatic),93.4,5822.3,No
0947-MUGVO,Common,1,Yes,No,20,Yes,Cabinetry,North America,No,Yes,No,No,No,No,T&M,Yes,Electronic check,73.65,1463.5,Yes
9944-HKVVB,DFM,0,No,No,3,Yes,Cabinetry,North America,No,Yes,No,No,Yes,Yes,T&M,Yes,Electronic check,95.1,307.4,Yes
4124-MMETB,Common,0,No,No,22,Yes,Appliance,North America,No,No,No,No,Yes,Yes,T&M,Yes,Credit card (automatic),94.65,2104.55,Yes
3671-SHRSP,Common,0,Yes,No,4,Yes,Cabinetry,North America,No,No,Yes,Yes,No,No,T&M,Yes,Mailed check,80.6,319.15,Yes
0979-MOZQI,Common,0,Yes,No,62,No,Countertop,ROAP,No,No,No,Yes,Yes,No,Fixed Price,Yes,Bank transfer (automatic),39,2337.45,No
2732-ISEZX,DFM,0,No,No,5,Yes,Cabinetry,EMEA,No internet service,Yes,No internet service,No internet service,No internet service,No,T&M,Yes,Mailed check,20.5,104.3,No
3313-QKNKB,Common,0,Yes,No,59,Yes,Appliance,North America,No,No,No,No,No,Yes,AMC,No,Electronic check,85.55,5084.65,Yes
0323-XWWTN,Common,0,No,Yes,3,Yes,Appliance,EMEA,No internet service,Yes,No internet service,No internet service,No internet service,No,Fixed Price,Yes,Mailed check,26.4,121.25,No
1937-OTUKY,DFM,0,Yes,No,72,Yes,Appliance,North America,Yes,No,Yes,Yes,Yes,No,Fixed Price,Yes,Bank transfer (automatic),98.2,7015.9,No
1573-LGXBA,Common,0,Yes,Yes,57,Yes,Cabinetry,North America,No,Yes,Yes,No,Yes,Yes,AMC,Yes,Credit card (automatic),97.55,5598,No
1764-VUUMT,Common,0,No,Yes,66,Yes,Cabinetry,EMEA,No internet service,Yes,No internet service,No internet service,No internet service,No,Fixed Price,No,Credit card (automatic),19.95,1269.1,No
5073-WXOYN,DFM,0,No,No,60,No,Countertop,ROAP,No,Yes,No,No,Yes,Yes,T&M,Yes,Electronic check,50.8,3027.4,Yes
4713-ZBURT,Common,0,No,Yes,45,Yes,Appliance,North America,No,No,Yes,No,Yes,Yes,Fixed Price,No,Bank transfer (automatic),99.7,4634.35,No
3050-GBUSH,DFM,0,No,No,3,No,Countertop,ROAP,No,No,No,No,Yes,No,T&M,Yes,Credit card (automatic),34.8,113.95,No
0207-MDKNV,DFM,0,No,No,15,Yes,Cabinetry,North America,Yes,No,Yes,Yes,Yes,Yes,T&M,No,Electronic check,105.1,1582.75,Yes
7876-AEHIG,DFM,0,No,Yes,51,No,Countertop,ROAP,Yes,No,Yes,Yes,Yes,Yes,AMC,No,Bank transfer (automatic),60.15,3077,No
7945-HLKEA,DFM,0,No,No,60,Yes,Appliance,ROAP,Yes,No,Yes,Yes,No,No,AMC,No,Electronic check,64.75,4039.5,No
9342-VNIMQ,Common,0,No,No,33,Yes,Appliance,ROAP,No,Yes,No,No,No,No,T&M,Yes,Bank transfer (automatic),54.65,1665.2,No
9851-KIELU,Common,0,No,No,10,Yes,Cabinetry,North America,Yes,Yes,Yes,Yes,Yes,Yes,T&M,Yes,Electronic check,110.1,1043.3,Yes
3523-BRGUW,Common,1,No,No,26,Yes,Cabinetry,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,AMC,No,Credit card (automatic),19.3,504.2,No
3908-BLSYF,DFM,0,No,No,6,Yes,Cabinetry,North America,No,No,Yes,No,No,Yes,T&M,No,Electronic check,83.9,497.55,Yes
3199-NPKCN,DFM,0,Yes,No,67,Yes,Appliance,North America,Yes,No,Yes,Yes,Yes,Yes,AMC,Yes,Electronic check,111.25,7511.65,No
5170-PTRKA,DFM,0,Yes,Yes,49,No,Countertop,ROAP,Yes,No,No,Yes,No,No,AMC,Yes,Credit card (automatic),35.8,1782,No
4661-NJEUX,Common,0,No,No,1,Yes,Cabinetry,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,T&M,Yes,Mailed check,20.05,20.05,No
2123-AGEEN,DFM,1,No,No,7,Yes,Cabinetry,North America,No,No,Yes,No,Yes,No,T&M,Yes,Electronic check,84.35,609.65,No
1258-YMZNM,DFM,1,No,No,27,Yes,Appliance,North America,Yes,Yes,Yes,No,Yes,Yes,AMC,Yes,Bank transfer (automatic),110.5,2857.6,No
0048-LUMLS,Common,0,Yes,Yes,37,Yes,Cabinetry,North America,No,No,No,No,Yes,Yes,AMC,No,Credit card (automatic),91.2,3247.55,No
7549-MYGPK,DFM,0,Yes,Yes,63,Yes,Appliance,North America,Yes,Yes,Yes,No,Yes,No,T&M,Yes,Electronic check,100.55,6215.35,Yes
5898-IGSLP,Common,0,Yes,Yes,31,Yes,Appliance,North America,Yes,No,Yes,Yes,No,No,T&M,No,Electronic check,89.3,2823,No
3804-RVTGV,Common,0,Yes,Yes,50,Yes,Appliance,North America,No,Yes,Yes,No,Yes,Yes,T&M,Yes,Bank transfer (automatic),103.85,5017.9,Yes
6259-WJQLC,Common,1,No,No,32,Yes,Appliance,North America,No,No,Yes,No,No,No,T&M,Yes,Credit card (automatic),81.1,2619.25,No
9227-LUNBG,DFM,0,No,No,1,No,Countertop,ROAP,No,No,No,No,No,No,T&M,No,Electronic check,24.6,24.6,Yes
7997-EASSD,DFM,0,Yes,No,63,Yes,Appliance,North America,No,No,No,Yes,No,No,AMC,Yes,Credit card (automatic),81.2,4965.1,No
0730-KOAVE,Common,0,No,No,30,Yes,Appliance,North America,Yes,Yes,No,No,No,Yes,T&M,Yes,Credit card (automatic),94.3,2679.7,No
8975-SKGRX,Common,0,Yes,No,71,Yes,Appliance,North America,Yes,Yes,Yes,Yes,Yes,Yes,Fixed Price,Yes,Bank transfer (automatic),116.1,8310.55,No
0678-RLHVP,DFM,0,No,No,53,Yes,Appliance,North America,No,Yes,Yes,No,Yes,Yes,Fixed Price,No,Electronic check,105.55,5682.25,No
4315-MURBD,DFM,0,No,No,12,Yes,Cabinetry,North America,Yes,No,No,Yes,Yes,Yes,T&M,Yes,Bank transfer (automatic),98.9,1120.95,Yes
2267-FPIMA,Common,0,Yes,No,50,Yes,Appliance,North America,Yes,Yes,No,No,No,Yes,T&M,Yes,Credit card (automatic),94.4,4914.9,No
1051-GEJLJ,DFM,0,No,No,2,Yes,Cabinetry,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,T&M,No,Mailed check,19.5,27.55,No
9734-YWGEX,DFM,0,No,No,9,Yes,Appliance,North America,No,No,Yes,No,Yes,Yes,T&M,No,Credit card (automatic),98.3,923.5,Yes
2719-BDAQO,Common,0,No,No,17,Yes,Cabinetry,North America,Yes,No,No,No,Yes,Yes,T&M,No,Electronic check,93.85,1625.65,Yes
5285-MVEHD,DFM,0,Yes,No,56,Yes,Cabinetry,North America,Yes,Yes,Yes,No,Yes,Yes,AMC,Yes,Credit card (automatic),105.6,6068.65,No
0379-DJQHR,Common,0,Yes,Yes,67,Yes,Cabinetry,ROAP,Yes,Yes,Yes,No,Yes,Yes,Fixed Price,No,Credit card (automatic),81.35,5398.6,No
0781-LKXBR,Common,1,No,No,9,Yes,Appliance,North America,No,No,Yes,No,Yes,Yes,T&M,Yes,Electronic check,100.5,918.6,Yes
5543-QDCRY,Common,0,No,No,4,Yes,Cabinetry,ROAP,No,No,No,No,Yes,No,T&M,Yes,Electronic check,56.4,234.85,No
0297-RBCSG,Common,0,No,No,19,Yes,Cabinetry,ROAP,No,Yes,No,Yes,No,Yes,AMC,Yes,Bank transfer (automatic),65.35,1231.85,No
4694-PHWFW,DFM,0,No,Yes,8,Yes,Cabinetry,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,T&M,No,Mailed check,19.95,170.9,No
0835-JKADZ,DFM,0,No,No,71,Yes,Appliance,North America,No,Yes,Yes,Yes,Yes,Yes,Fixed Price,Yes,Electronic check,111.25,7984.15,No
1907-UBQFC,Common,1,No,No,10,Yes,Cabinetry,North America,No,Yes,No,No,No,No,T&M,Yes,Electronic check,72.85,688.65,Yes
7508-SMHXL,DFM,1,No,No,15,Yes,Appliance,North America,No,Yes,No,No,Yes,No,T&M,No,Credit card (automatic),89,1288.3,No
3865-YIOTT,Common,0,Yes,Yes,72,Yes,Appliance,North America,Yes,No,Yes,No,Yes,Yes,AMC,Yes,Bank transfer (automatic),106.1,7848.5,No
5993-BQHEA,Common,0,No,No,12,Yes,Cabinetry,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,AMC,No,Credit card (automatic),20.05,267,No
6024-RUGGH,Common,0,Yes,Yes,72,Yes,Appliance,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,Fixed Price,Yes,Bank transfer (automatic),25.2,1798.9,No
6513-EECDB,Common,1,Yes,No,1,Yes,Appliance,North America,No,No,No,No,No,No,T&M,Yes,Electronic check,73.55,73.55,Yes
3956-CJUST,DFM,1,No,No,23,Yes,Cabinetry,North America,Yes,No,No,No,No,No,T&M,Yes,Bank transfer (automatic),75.4,1643.55,No
4079-WWQQQ,Common,0,No,No,72,No,Countertop,ROAP,Yes,Yes,Yes,Yes,Yes,Yes,Fixed Price,Yes,Bank transfer (automatic),65.55,4807.45,No
6103-BOCOU,DFM,0,No,No,26,Yes,Appliance,North America,No,No,Yes,No,No,No,T&M,Yes,Electronic check,80.7,2193,No
5149-TGWDZ,DFM,0,No,No,21,Yes,Cabinetry,North America,No,Yes,Yes,Yes,Yes,Yes,AMC,Yes,Mailed check,104.55,2239.4,No
7471-WNSUF,Common,0,Yes,No,60,Yes,Appliance,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,AMC,No,Bank transfer (automatic),24.15,1505.9,No
8942-DBMHZ,Common,0,No,No,12,Yes,Cabinetry,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,T&M,No,Mailed check,20.45,255.35,No
4301-VVZKA,Common,0,Yes,No,16,Yes,Appliance,North America,No,No,No,No,No,No,T&M,Yes,Electronic check,75.4,1189.4,No
9199-PWQVC,DFM,0,Yes,No,63,Yes,Appliance,ROAP,Yes,Yes,No,No,Yes,Yes,AMC,Yes,Credit card (automatic),79.7,4786.15,No
4824-GUCBY,DFM,1,No,No,22,Yes,Cabinetry,North America,Yes,Yes,No,No,No,No,T&M,No,Electronic check,81.7,1820.9,No
5393-HJZSM,DFM,0,Yes,Yes,32,Yes,Cabinetry,ROAP,Yes,Yes,Yes,Yes,No,Yes,T&M,No,Bank transfer (automatic),76.3,2404.15,No
7074-IEVOJ,DFM,1,No,No,3,Yes,Appliance,North America,No,Yes,No,No,No,No,T&M,Yes,Electronic check,79.4,205.05,Yes
9625-QSTYE,DFM,0,No,No,13,Yes,Cabinetry,North America,No,Yes,Yes,No,No,No,T&M,Yes,Electronic check,81.15,952.3,Yes
0862-PRCBS,DFM,0,Yes,Yes,68,Yes,Appliance,North America,No,Yes,No,Yes,Yes,Yes,Fixed Price,Yes,Credit card (automatic),103.75,7039.45,No
8812-ZRHFP,DFM,0,Yes,Yes,30,Yes,Cabinetry,North America,No,No,Yes,No,No,Yes,AMC,No,Electronic check,86.45,2538.05,No
5146-CBVOE,DFM,0,No,No,16,Yes,Cabinetry,North America,No,Yes,No,No,No,No,T&M,No,Bank transfer (automatic),75.1,1212.85,No
0454-OKRCT,Common,0,No,No,33,Yes,Cabinetry,North America,No,Yes,No,Yes,No,No,Fixed Price,No,Bank transfer (automatic),80.6,2651.1,No
