,Database,Dealer,Cloud Partner,Training Provided,Recently updated,Catalog Type,Region,Licence Security,Catalog Locking,Licence Protection,TechSupport,Cloud Pulished,GSV added,Contract,PaperlessBilling,PaymentMethod,MonthlyHours,TotalHours,Churn,tenure_group
551,DFM,0,Yes,Yes,Yes,Appliance,North America,Yes,Yes,Yes,Yes,Yes,Yes,Fixed Price,Yes,Bank transfer (automatic),115.6,8220.4,0,61 - 72
552,Common,0,Yes,Yes,Yes,Cabinetry,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,Fixed Price,No,Bank transfer (automatic),19.35,1153.25,0,49 - 60
553,DFM,0,Yes,Yes,Yes,Appliance,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,Fixed Price,Yes,Credit card (automatic),25.6,514.75,0,13 - 24
554,Common,0,No,No,Yes,Appliance,North America,No,Yes,No,No,No,No,T&M,Yes,Bank transfer (automatic),80.35,2596.15,1,25 - 36
555,DFM,0,Yes,Yes,Yes,Appliance,ROAP,Yes,No,Yes,No,No,Yes,AMC,Yes,Bank transfer (automatic),68.75,3808.0,0,49 - 60
556,DFM,0,No,No,Yes,Cabinetry,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,T&M,No,Bank transfer (automatic),19.9,19.9,0,1 - 12
557,Common,0,No,No,Yes,Cabinetry,ROAP,Yes,Yes,No,Yes,Yes,No,AMC,No,Mailed check,70.6,2708.2,0,37 - 48
558,Common,0,No,No,Yes,Cabinetry,North America,No,No,No,No,No,No,T&M,No,Electronic check,70.2,760.05,0,1 - 12
559,Common,0,No,No,Yes,Cabinetry,ROAP,No,No,No,Yes,No,No,T&M,Yes,Electronic check,49.3,49.3,0,1 - 12
560,Common,0,Yes,No,Yes,Appliance,North America,No,Yes,No,Yes,Yes,Yes,AMC,Yes,Electronic check,107.25,6033.3,0,49 - 60
561,Common,0,Yes,No,Yes,Appliance,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,T&M,Yes,Mailed check,23.6,89.05,0,1 - 12
562,Common,0,Yes,Yes,Yes,Cabinetry,ROAP,Yes,No,No,No,Yes,Yes,T&M,No,Credit card (automatic),69.7,516.15,0,1 - 12
563,Common,0,Yes,Yes,Yes,Appliance,North America,No,No,Yes,No,Yes,Yes,Fixed Price,Yes,Credit card (automatic),99.5,5861.75,0,49 - 60
564,Common,0,No,No,Yes,Cabinetry,ROAP,No,No,Yes,Yes,Yes,No,T&M,No,Bank transfer (automatic),64.3,445.95,0,1 - 12
565,Common,0,Yes,Yes,Yes,Cabinetry,ROAP,Yes,No,Yes,Yes,No,Yes,Fixed Price,Yes,Credit card (automatic),70.85,4973.4,0,61 - 72
566,Common,0,Yes,Yes,Yes,Cabinetry,North America,Yes,No,No,Yes,Yes,Yes,AMC,No,Electronic check,101.9,1667.25,0,13 - 24
567,Common,0,Yes,No,Yes,Appliance,ROAP,Yes,Yes,No,Yes,Yes,No,Fixed Price,No,Credit card (automatic),73.5,5357.75,0,61 - 72
568,DFM,0,No,No,Yes,Appliance,North America,No,No,Yes,No,Yes,Yes,T&M,Yes,Electronic check,100.25,3527.6,1,25 - 36
569,DFM,0,No,No,No,Countertop,ROAP,No,Yes,Yes,Yes,No,No,AMC,Yes,Credit card (automatic),40.4,422.6,0,1 - 12
570,DFM,0,Yes,Yes,Yes,Cabinetry,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,Fixed Price,Yes,Credit card (automatic),19.25,1103.25,0,49 - 60
571,Common,1,No,No,Yes,Appliance,ROAP,No,Yes,No,Yes,No,No,Fixed Price,No,Bank transfer (automatic),59.6,2754.0,0,37 - 48
572,DFM,0,No,No,Yes,Cabinetry,ROAP,No,No,Yes,Yes,No,Yes,AMC,No,Credit card (automatic),64.9,697.25,0,1 - 12
573,Common,0,Yes,No,Yes,Appliance,North America,No,Yes,No,No,Yes,Yes,AMC,No,Credit card (automatic),100.3,5614.45,1,49 - 60
574,DFM,1,Yes,No,Yes,Appliance,North America,No,Yes,Yes,Yes,Yes,Yes,T&M,Yes,Electronic check,110.85,3204.4,0,25 - 36
575,Common,0,Yes,No,Yes,Cabinetry,ROAP,Yes,Yes,No,Yes,Yes,Yes,Fixed Price,Yes,Mailed check,81.05,4747.65,0,61 - 72
576,Common,0,Yes,Yes,Yes,Appliance,North America,Yes,No,Yes,No,Yes,No,AMC,No,Bank transfer (automatic),98.05,3082.1,0,25 - 36
577,Common,0,No,No,Yes,Cabinetry,North America,No,No,No,No,No,No,T&M,Yes,Electronic check,70.5,597.9,0,1 - 12
578,Common,1,Yes,No,Yes,Appliance,North America,Yes,Yes,No,No,No,Yes,T&M,Yes,Electronic check,94.55,3365.4,0,25 - 36
579,Common,0,No,No,Yes,Cabinetry,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,T&M,Yes,Mailed check,19.65,38.8,0,1 - 12
580,DFM,0,Yes,Yes,Yes,Cabinetry,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,T&M,No,Mailed check,19.0,233.55,1,1 - 12
581,DFM,0,No,No,Yes,Cabinetry,North America,Yes,No,No,No,No,No,T&M,No,Mailed check,75.3,75.3,1,1 - 12
582,DFM,1,No,No,Yes,Appliance,North America,No,No,Yes,No,Yes,No,T&M,Yes,Electronic check,89.2,346.2,1,1 - 12
583,DFM,0,Yes,Yes,Yes,Cabinetry,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,T&M,Yes,Mailed check,19.0,19.0,0,1 - 12
584,DFM,0,No,No,Yes,Cabinetry,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,T&M,Yes,Mailed check,20.0,61.7,0,1 - 12
585,DFM,1,No,No,Yes,Appliance,North America,No,No,No,No,Yes,No,T&M,Yes,Electronic check,85.7,85.7,1,1 - 12
586,Common,0,No,No,Yes,Cabinetry,ROAP,Yes,Yes,No,No,Yes,No,Fixed Price,Yes,Credit card (automatic),63.25,3342.45,0,49 - 60
587,Common,0,Yes,Yes,Yes,Cabinetry,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,AMC,No,Mailed check,20.1,85.1,0,1 - 12
588,Common,0,Yes,No,Yes,Appliance,North America,Yes,Yes,Yes,No,No,Yes,Fixed Price,Yes,Electronic check,99.15,7422.1,0,61 - 72
589,Common,0,Yes,Yes,Yes,Appliance,ROAP,Yes,Yes,Yes,Yes,Yes,Yes,Fixed Price,No,Electronic check,90.4,6668.05,0,61 - 72
590,Common,0,Yes,No,Yes,Appliance,North America,Yes,No,Yes,Yes,Yes,Yes,Fixed Price,Yes,Credit card (automatic),111.9,8071.05,0,61 - 72
591,Common,0,Yes,Yes,Yes,Appliance,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,AMC,No,Electronic check,24.9,1174.8,0,37 - 48
592,Common,0,Yes,Yes,Yes,Appliance,ROAP,Yes,Yes,Yes,No,Yes,Yes,Fixed Price,No,Credit card (automatic),83.5,5435.0,0,61 - 72
593,Common,0,No,No,Yes,Cabinetry,North America,Yes,Yes,Yes,No,No,No,T&M,Yes,Credit card (automatic),84.3,2438.6,0,25 - 36
594,Common,0,No,No,Yes,Cabinetry,ROAP,No,No,No,No,No,No,T&M,No,Mailed check,45.6,45.6,0,1 - 12
595,DFM,0,No,No,Yes,Appliance,ROAP,Yes,No,Yes,Yes,No,No,T&M,Yes,Mailed check,61.65,713.75,1,1 - 12
596,Common,0,No,No,No,Countertop,ROAP,Yes,Yes,Yes,Yes,Yes,No,Fixed Price,No,Mailed check,54.85,916.15,0,13 - 24
597,Common,0,No,No,Yes,Appliance,ROAP,No,No,No,Yes,No,Yes,T&M,No,Mailed check,65.55,237.2,0,1 - 12
598,Common,0,Yes,No,Yes,Appliance,North America,No,Yes,No,No,No,Yes,AMC,Yes,Credit card (automatic),90.35,4614.55,0,49 - 60
599,Common,0,Yes,No,Yes,Cabinetry,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,Fixed Price,Yes,Credit card (automatic),20.4,1414.45,0,61 - 72
600,Common,0,No,No,Yes,Cabinetry,North America,No,No,No,Yes,No,No,T&M,Yes,Credit card (automatic),74.55,1170.5,0,13 - 24
601,Common,0,No,No,Yes,Cabinetry,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,AMC,No,Mailed check,19.95,47.7,0,1 - 12
602,DFM,0,Yes,Yes,Yes,Appliance,North America,No,No,No,No,No,No,AMC,Yes,Bank transfer (automatic),74.25,4859.25,0,61 - 72
603,Common,0,No,No,Yes,Appliance,North America,No,Yes,Yes,Yes,Yes,Yes,Fixed Price,No,Electronic check,108.65,4903.2,0,37 - 48
604,DFM,0,No,No,Yes,Appliance,North America,Yes,No,Yes,Yes,Yes,Yes,AMC,Yes,Bank transfer (automatic),109.55,3608.0,0,25 - 36
605,Common,0,Yes,No,Yes,Appliance,ROAP,Yes,No,Yes,Yes,Yes,Yes,Fixed Price,No,Credit card (automatic),86.65,6094.25,0,61 - 72
606,Common,0,Yes,Yes,Yes,Cabinetry,ROAP,Yes,No,Yes,Yes,Yes,Yes,Fixed Price,No,Credit card (automatic),81.0,3084.9,0,37 - 48
607,Common,0,No,Yes,Yes,Cabinetry,ROAP,No,No,No,Yes,No,No,AMC,No,Credit card (automatic),47.85,2356.75,0,49 - 60
608,Common,0,Yes,Yes,Yes,Appliance,North America,Yes,Yes,Yes,Yes,Yes,Yes,Fixed Price,No,Bank transfer (automatic),114.55,8306.05,0,61 - 72
609,DFM,1,Yes,No,Yes,Appliance,North America,Yes,No,Yes,No,Yes,Yes,T&M,No,Bank transfer (automatic),105.25,6786.4,1,61 - 72
610,Common,0,Yes,Yes,No,Countertop,ROAP,No,Yes,No,No,No,No,T&M,Yes,Electronic check,29.95,248.95,1,1 - 12
611,DFM,0,Yes,Yes,Yes,Cabinetry,ROAP,Yes,Yes,Yes,Yes,No,No,T&M,No,Mailed check,65.0,663.05,1,1 - 12
612,Common,0,No,Yes,Yes,Cabinetry,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,Fixed Price,No,Mailed check,20.55,1357.1,0,61 - 72
613,DFM,1,No,No,Yes,Appliance,North America,Yes,Yes,Yes,No,Yes,Yes,AMC,Yes,Credit card (automatic),109.8,4860.35,0,37 - 48
614,Common,0,No,No,Yes,Appliance,ROAP,No,No,Yes,Yes,No,Yes,Fixed Price,No,Bank transfer (automatic),69.5,3418.2,0,49 - 60
615,DFM,0,No,No,Yes,Appliance,ROAP,No,No,No,No,No,No,T&M,No,Mailed check,48.85,631.4,0,13 - 24
616,Common,0,No,No,No,Countertop,ROAP,No,No,No,No,No,No,T&M,Yes,Credit card (automatic),25.25,186.3,0,1 - 12
617,DFM,1,No,No,Yes,Appliance,North America,No,No,Yes,Yes,Yes,Yes,AMC,Yes,Credit card (automatic),102.85,6976.75,0,61 - 72
618,DFM,0,No,No,Yes,Appliance,North America,Yes,Yes,No,Yes,No,No,T&M,Yes,Bank transfer (automatic),87.55,4884.85,0,49 - 60
619,DFM,0,No,No,Yes,Appliance,North America,No,Yes,No,No,No,No,T&M,Yes,Bank transfer (automatic),78.55,522.95,0,1 - 12
620,Common,1,Yes,Yes,No,Countertop,ROAP,No,No,No,No,No,Yes,T&M,Yes,Bank transfer (automatic),34.55,362.6,0,1 - 12
621,DFM,0,No,No,Yes,Appliance,North America,Yes,Yes,Yes,No,No,No,AMC,Yes,Electronic check,92.05,5755.8,0,61 - 72
622,Common,0,Yes,Yes,Yes,Cabinetry,North America,No,No,Yes,No,Yes,No,AMC,Yes,Electronic check,85.05,3355.65,0,37 - 48
623,DFM,0,No,No,Yes,Cabinetry,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,Fixed Price,No,Mailed check,19.7,406.95,0,13 - 24
624,DFM,0,No,No,Yes,Cabinetry,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,T&M,No,Bank transfer (automatic),20.0,137.6,1,1 - 12
625,DFM,0,Yes,No,Yes,Cabinetry,North America,No,No,No,Yes,Yes,Yes,T&M,Yes,Electronic check,95.15,2395.7,0,25 - 36
626,Common,0,Yes,No,Yes,Appliance,North America,No,Yes,Yes,No,No,No,T&M,No,Electronic check,84.25,1968.1,0,13 - 24
627,DFM,1,Yes,No,Yes,Appliance,North America,No,Yes,Yes,No,Yes,Yes,AMC,No,Credit card (automatic),104.6,6819.45,0,61 - 72
628,DFM,1,No,No,Yes,Appliance,North America,No,Yes,Yes,Yes,Yes,Yes,Fixed Price,No,Electronic check,111.65,7943.45,0,61 - 72
629,Common,1,Yes,No,Yes,Appliance,North America,No,Yes,No,No,No,Yes,T&M,No,Credit card (automatic),90.05,4547.25,1,49 - 60
630,Common,1,Yes,Yes,Yes,Appliance,North America,No,Yes,Yes,Yes,Yes,Yes,T&M,Yes,Bank transfer (automatic),110.75,4687.9,1,37 - 48
631,DFM,0,Yes,No,Yes,Appliance,ROAP,Yes,No,No,No,No,No,T&M,No,Bank transfer (automatic),55.0,2473.95,0,37 - 48
632,Common,0,Yes,Yes,Yes,Appliance,ROAP,Yes,Yes,Yes,Yes,Yes,Yes,Fixed Price,No,Credit card (automatic),89.85,6562.9,0,61 - 72
633,Common,0,No,No,Yes,Cabinetry,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,AMC,No,Mailed check,20.35,176.3,0,1 - 12
634,DFM,0,No,No,No,Countertop,ROAP,Yes,No,No,Yes,Yes,Yes,AMC,Yes,Bank transfer (automatic),54.55,2236.2,0,37 - 48
635,DFM,0,Yes,Yes,Yes,Appliance,North America,No,Yes,Yes,No,Yes,Yes,T&M,Yes,Electronic check,105.5,6985.65,1,61 - 72
636,Common,0,No,No,Yes,Cabinetry,North America,No,No,Yes,Yes,Yes,Yes,Fixed Price,No,Bank transfer (automatic),99.45,3109.9,0,25 - 36
637,DFM,0,Yes,No,Yes,Appliance,ROAP,Yes,Yes,Yes,Yes,No,No,Fixed Price,No,Credit card (automatic),70.9,4911.35,0,61 - 72
638,Common,1,Yes,Yes,Yes,Appliance,North America,Yes,No,Yes,No,Yes,Yes,AMC,Yes,Bank transfer (automatic),104.55,5794.65,1,49 - 60
639,Common,0,Yes,No,Yes,Appliance,North America,No,No,No,No,No,Yes,T&M,Yes,Electronic check,85.25,855.3,1,1 - 12
640,Common,0,Yes,Yes,Yes,Appliance,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,Fixed Price,No,Bank transfer (automatic),25.4,1620.2,0,61 - 72
641,DFM,0,Yes,Yes,Yes,Cabinetry,ROAP,No,No,No,No,Yes,No,T&M,No,Electronic check,56.15,2499.3,1,37 - 48
642,Common,0,No,No,Yes,Cabinetry,North America,No,No,No,No,Yes,Yes,T&M,Yes,Electronic check,89.55,89.55,1,1 - 12
643,DFM,1,No,No,Yes,Cabinetry,North America,No,Yes,Yes,No,No,Yes,AMC,Yes,Bank transfer (automatic),89.85,4287.2,0,49 - 60
644,DFM,0,Yes,Yes,Yes,Appliance,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,T&M,Yes,Electronic check,25.25,394.85,0,13 - 24
645,Common,1,Yes,No,Yes,Appliance,North America,No,No,No,No,Yes,Yes,T&M,Yes,Electronic check,94.55,1899.65,1,13 - 24
646,Common,0,No,No,Yes,Cabinetry,ROAP,No,No,No,No,No,No,T&M,Yes,Mailed check,45.7,45.7,1,1 - 12
647,Common,0,Yes,Yes,Yes,Appliance,ROAP,No,No,Yes,Yes,Yes,No,AMC,Yes,Electronic check,69.65,3442.15,0,49 - 60
648,DFM,1,No,No,Yes,Appliance,North America,No,Yes,No,No,No,Yes,T&M,No,Electronic check,89.5,161.5,1,1 - 12
649,Common,1,No,No,Yes,Cabinetry,North America,No,No,No,No,No,No,T&M,No,Credit card (automatic),70.0,1732.6,0,13 - 24
650,DFM,0,No,No,Yes,Cabinetry,North America,No,No,No,No,No,No,T&M,Yes,Bank transfer (automatic),69.55,222.3,1,1 - 12
651,DFM,0,No,No,Yes,Cabinetry,North America,No,No,Yes,No,No,No,T&M,Yes,Mailed check,74.6,74.6,1,1 - 12
652,Common,0,Yes,Yes,Yes,Cabinetry,EMEA,No internet service,Yes,No internet service,No internet service,No internet service,No,Fixed Price,No,Mailed check,20.1,655.3,0,25 - 36
653,DFM,0,No,No,Yes,Appliance,EMEA,No internet service,Yes,No internet service,No internet service,No internet service,No,T&M,No,Mailed check,24.8,475.25,0,13 - 24
654,DFM,1,No,No,Yes,Cabinetry,EMEA,No internet service,Yes,No internet service,No internet service,No internet service,No,T&M,No,Electronic check,19.65,164.3,1,1 - 12
655,Common,0,No,No,Yes,Cabinetry,North America,No,No,No,Yes,Yes,Yes,T&M,Yes,Credit card (automatic),95.1,865.1,0,1 - 12
656,Common,0,Yes,Yes,Yes,Appliance,ROAP,Yes,Yes,Yes,Yes,Yes,Yes,Fixed Price,Yes,Credit card (automatic),88.85,6132.7,0,61 - 72
657,Common,0,Yes,No,Yes,Cabinetry,ROAP,Yes,Yes,Yes,No,Yes,Yes,AMC,No,Bank transfer (automatic),78.8,3597.5,0,37 - 48
658,Common,0,Yes,Yes,Yes,Cabinetry,EMEA,No internet service,Yes,No internet service,No internet service,No internet service,No,AMC,No,Mailed check,19.85,35.9,1,1 - 12
659,Common,0,Yes,No,Yes,Cabinetry,EMEA,No internet service,Yes,No internet service,No internet service,No internet service,No,T&M,No,Bank transfer (automatic),20.35,697.65,0,37 - 48
660,DFM,0,No,No,No,Countertop,ROAP,No,No,No,No,No,No,T&M,Yes,Mailed check,24.25,96.05,1,1 - 12
661,DFM,0,No,No,Yes,Cabinetry,ROAP,No,No,No,No,No,No,T&M,No,Mailed check,45.25,428.7,0,1 - 12
662,Common,0,No,No,Yes,Cabinetry,EMEA,No internet service,Yes,No internet service,No internet service,No internet service,No,T&M,No,Mailed check,20.05,20.05,0,1 - 12
663,Common,0,Yes,Yes,Yes,Appliance,ROAP,Yes,Yes,No,No,No,Yes,Fixed Price,Yes,Mailed check,69.55,4459.15,0,61 - 72
664,DFM,0,Yes,Yes,Yes,Cabinetry,EMEA,No internet service,Yes,No internet service,No internet service,No internet service,No,Fixed Price,No,Bank transfer (automatic),19.5,1167.6,0,49 - 60
665,DFM,0,No,No,Yes,Cabinetry,North America,No,No,Yes,No,No,No,T&M,Yes,Mailed check,74.75,238.1,0,1 - 12
666,DFM,0,No,No,Yes,Cabinetry,North America,No,No,No,No,No,No,T&M,No,Electronic check,69.65,145.15,1,1 - 12
667,Common,0,No,No,No,Countertop,ROAP,No,No,Yes,No,No,No,T&M,Yes,Bank transfer (automatic),30.2,1453.1,0,49 - 60
668,DFM,0,No,No,Yes,Cabinetry,ROAP,No,No,No,No,No,No,T&M,No,Mailed check,45.65,191.05,1,1 - 12
669,DFM,0,Yes,No,No,Countertop,ROAP,No,Yes,Yes,Yes,Yes,Yes,Fixed Price,No,Bank transfer (automatic),57.8,4039.3,0,61 - 72
670,DFM,0,Yes,Yes,Yes,Cabinetry,EMEA,No internet service,Yes,No internet service,No internet service,No internet service,No,AMC,Yes,Bank transfer (automatic),19.85,1039.45,0,49 - 60
671,Common,0,Yes,Yes,Yes,Appliance,EMEA,No internet service,Yes,No internet service,No internet service,No internet service,No,Fixed Price,No,Credit card (automatic),25.55,1336.1,0,49 - 60
672,DFM,0,No,No,Yes,Appliance,North America,No,No,No,No,No,No,T&M,Yes,Mailed check,75.05,75.05,1,1 - 12
673,Common,0,No,No,Yes,Appliance,EMEA,No internet service,Yes,No internet service,No internet service,No internet service,No,T&M,Yes,Credit card (automatic),24.85,493.4,0,13 - 24
674,Common,1,No,No,No,Countertop,ROAP,No,Yes,No,No,Yes,Yes,T&M,Yes,Electronic check,49.15,2550.9,1,49 - 60
675,Common,1,No,No,Yes,Appliance,North America,Yes,No,Yes,Yes,Yes,Yes,Fixed Price,Yes,Electronic check,110.35,7246.15,0,61 - 72
676,DFM,0,No,No,Yes,Appliance,EMEA,No internet service,Yes,No internet service,No internet service,No internet service,No,AMC,No,Bank transfer (automatic),24.55,1203.95,0,37 - 48
677,DFM,0,No,No,No,Countertop,ROAP,No,No,No,No,No,Yes,T&M,Yes,Electronic check,34.7,62.25,1,1 - 12
678,Common,0,No,No,Yes,Appliance,North America,No,Yes,Yes,No,Yes,Yes,T&M,No,Mailed check,107.95,313.6,0,1 - 12
679,Common,0,Yes,No,Yes,Appliance,North America,No,Yes,No,No,No,No,T&M,No,Bank transfer (automatic),81.4,3775.85,0,37 - 48
680,Common,0,Yes,Yes,Yes,Cabinetry,North America,No,No,No,No,No,Yes,T&M,No,Electronic check,80.0,80.0,1,1 - 12
681,DFM,0,Yes,Yes,Yes,Cabinetry,ROAP,No,No,Yes,Yes,Yes,Yes,Fixed Price,Yes,Bank transfer (automatic),73.8,4616.05,0,61 - 72
682,Common,0,No,No,Yes,Cabinetry,ROAP,Yes,No,No,Yes,Yes,No,T&M,Yes,Credit card (automatic),64.4,195.65,0,1 - 12
683,DFM,1,No,No,Yes,Appliance,North America,No,No,Yes,Yes,Yes,Yes,AMC,Yes,Credit card (automatic),103.75,4188.4,0,37 - 48
684,DFM,0,No,No,Yes,Cabinetry,North America,No,No,No,No,No,No,T&M,No,Mailed check,71.1,71.1,0,1 - 12
685,DFM,0,No,No,Yes,Cabinetry,ROAP,No,No,No,Yes,No,No,T&M,Yes,Electronic check,49.9,49.9,0,1 - 12
686,Common,0,No,No,Yes,Appliance,EMEA,No internet service,Yes,No internet service,No internet service,No internet service,No,AMC,Yes,Bank transfer (automatic),24.6,1266.4,0,49 - 60
687,Common,1,No,No,Yes,Cabinetry,ROAP,Yes,No,No,No,No,No,T&M,Yes,Electronic check,49.25,91.1,1,1 - 12
688,Common,0,No,No,No,Countertop,ROAP,No,Yes,No,No,No,No,AMC,No,Mailed check,30.1,1623.4,0,49 - 60
689,Common,0,No,No,Yes,Appliance,North America,No,No,No,No,No,Yes,T&M,No,Bank transfer (automatic),83.4,4149.45,0,49 - 60
690,Common,0,No,No,Yes,Cabinetry,EMEA,No internet service,Yes,No internet service,No internet service,No internet service,No,T&M,Yes,Mailed check,20.45,20.45,0,1 - 12
691,Common,0,Yes,Yes,Yes,Appliance,ROAP,Yes,Yes,No,Yes,No,Yes,AMC,Yes,Bank transfer (automatic),75.25,2344.5,0,25 - 36
692,Common,0,No,Yes,Yes,Cabinetry,EMEA,No internet service,Yes,No internet service,No internet service,No internet service,No,AMC,No,Credit card (automatic),20.55,1013.05,0,37 - 48
693,DFM,0,No,No,Yes,Appliance,North America,No,No,No,No,No,No,T&M,Yes,Credit card (automatic),75.1,270.7,1,1 - 12
694,DFM,1,No,No,Yes,Cabinetry,EMEA,No internet service,Yes,No internet service,No internet service,No internet service,No,AMC,Yes,Mailed check,20.05,417.0,0,13 - 24
695,DFM,0,Yes,No,Yes,Cabinetry,EMEA,No internet service,Yes,No internet service,No internet service,No internet service,No,T&M,Yes,Mailed check,20.65,20.65,0,1 - 12
696,Common,0,Yes,No,Yes,Appliance,ROAP,No,Yes,Yes,Yes,Yes,Yes,Fixed Price,Yes,Bank transfer (automatic),85.15,6316.2,0,61 - 72
697,Common,0,Yes,Yes,Yes,Cabinetry,ROAP,No,No,Yes,No,No,No,T&M,Yes,Electronic check,50.15,168.15,1,1 - 12
698,Common,1,Yes,Yes,Yes,Cabinetry,North America,No,Yes,No,No,Yes,No,AMC,Yes,Bank transfer (automatic),84.95,4018.05,0,37 - 48
699,Common,0,Yes,Yes,Yes,Appliance,ROAP,Yes,No,Yes,Yes,No,No,Fixed Price,Yes,Credit card (automatic),66.5,4811.6,0,61 - 72
700,Common,0,Yes,Yes,Yes,Appliance,ROAP,No,No,Yes,No,Yes,No,Fixed Price,Yes,Bank transfer (automatic),63.3,4189.7,0,61 - 72
701,Common,0,No,No,Yes,Appliance,North America,No,No,No,No,Yes,No,T&M,No,Electronic check,83.15,2848.45,0,25 - 36
702,Common,0,No,No,Yes,Appliance,North America,No,No,No,No,No,Yes,T&M,Yes,Electronic check,84.9,2516.2,0,25 - 36
703,DFM,0,No,No,Yes,Cabinetry,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,T&M,Yes,Mailed check,20.55,33.6,0,1 - 12
704,Common,0,No,No,Yes,Cabinetry,ROAP,No,Yes,No,No,No,No,T&M,No,Mailed check,49.25,208.45,0,1 - 12
705,DFM,0,No,No,Yes,Cabinetry,North America,Yes,Yes,No,No,No,No,T&M,Yes,Bank transfer (automatic),79.85,2015.35,1,25 - 36
706,DFM,0,No,No,Yes,Cabinetry,ROAP,Yes,Yes,No,Yes,No,No,Fixed Price,Yes,Mailed check,59.6,3739.8,0,61 - 72
707,Common,1,No,No,Yes,Appliance,North America,No,Yes,No,Yes,Yes,Yes,AMC,Yes,Bank transfer (automatic),104.65,2964.0,0,25 - 36
708,Common,0,Yes,No,Yes,Cabinetry,North America,No,No,Yes,No,No,No,T&M,Yes,Credit card (automatic),75.3,2263.4,0,25 - 36
709,Common,0,Yes,Yes,Yes,Appliance,ROAP,No,Yes,Yes,No,Yes,Yes,T&M,No,Credit card (automatic),80.1,2211.8,0,25 - 36
710,Common,0,No,No,Yes,Cabinetry,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,T&M,No,Mailed check,19.55,19.55,1,1 - 12
711,DFM,0,Yes,No,Yes,Cabinetry,North America,No,No,Yes,Yes,No,No,T&M,Yes,Mailed check,81.0,1683.7,0,13 - 24
712,DFM,0,No,No,Yes,Appliance,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,Fixed Price,Yes,Credit card (automatic),24.7,1519.0,0,49 - 60
713,DFM,0,No,Yes,Yes,Appliance,North America,Yes,No,No,Yes,No,No,T&M,Yes,Mailed check,86.0,1164.05,0,13 - 24
714,Common,0,Yes,No,Yes,Appliance,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,Fixed Price,No,Mailed check,25.4,1710.9,0,61 - 72
715,Common,0,No,No,Yes,Appliance,North America,Yes,No,No,No,Yes,No,T&M,Yes,Credit card (automatic),89.15,4245.55,0,37 - 48
716,DFM,0,Yes,No,No,Countertop,ROAP,No,Yes,Yes,Yes,Yes,Yes,Fixed Price,No,Bank transfer (automatic),58.25,4145.9,0,61 - 72
717,Common,0,No,No,Yes,Appliance,North America,No,No,No,No,No,Yes,T&M,Yes,Bank transfer (automatic),85.65,2664.3,0,25 - 36
718,DFM,0,No,No,No,Countertop,ROAP,No,No,Yes,No,Yes,Yes,T&M,Yes,Credit card (automatic),50.35,1277.5,0,25 - 36
719,Common,1,Yes,No,Yes,Appliance,North America,No,No,Yes,No,No,No,T&M,Yes,Credit card (automatic),80.35,5589.3,0,61 - 72
720,Common,0,Yes,Yes,Yes,Cabinetry,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,AMC,No,Mailed check,20.2,34.75,0,1 - 12
721,Common,0,Yes,Yes,Yes,Cabinetry,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,Fixed Price,No,Credit card (automatic),20.55,1305.95,0,61 - 72
722,DFM,0,Yes,Yes,Yes,Appliance,North America,No,No,No,No,No,Yes,T&M,Yes,Electronic check,85.95,381.3,1,1 - 12
